"","linea","estacion","direccion","ubicacion","tipo"
"269","7","SAN PEDRO DE LOS PINOS","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"270","7","SAN PEDRO DE LOS PINOS","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"271","7","SAN PEDRO DE LOS PINOS","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"272","7","SAN PEDRO DE LOS PINOS","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"273","7","SAN PEDRO DE LOS PINOS","EL ROSARIO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"274","7","SAN PEDRO DE LOS PINOS","BARRANCA DEL MUERTO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"275","7","SAN PEDRO DE LOS PINOS","EL ROSARIO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"276","7","TACUBA","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"277","7","TACUBA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"278","7","TACUBA","BARRANCA DEL MUERTO","MEZAZINE","ESCALERA ELECTROMECANICA"
"279","7","TACUBA","EL ROSARIO","SALIDA","ESCALERA ELECTROMECANICA"
"280","7","TACUBAYA","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"281","7","TACUBAYA","EL ROSARIO","SALIDA ANDEN","ESCALERA ELECTROMECANICA"
"282","7","TACUBAYA","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"283","7","TACUBAYA","EL ROSARIO","MEZAZINE","ESCALERA ELECTROMECANICA"
"284","7","TACUBAYA","EL ROSARIO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"285","7","TACUBAYA","EL ROSARIO","DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"286","8","SALTO DEL AGUA","GARIBALDI","MEZAZINE","ESCALERA ELECTROMECANICA"
"287","8","SALTO DEL AGUA","AMBAS DIRECCIONES","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"288","8","CHABACANO","ANDEN MEDIO","ANDEN MEDIO","ESCALERA ELECTROMECANICA"
"289","8","GARIBALDI","BUENAVISTA","TRANSBORDE INFERIOR DIRECCION BUENAVISTA, JUNTO A TAQUILLA DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"290","8","GARIBALDI","BUENAVISTA","TRANSBORDE INFERIOR DIRECCION BUENAVISTA","ESCALERA ELECTROMECANICA"
"291","8","GARIBALDI","CIUDAD AZTECA","TRANSBORDE INFERIOR DIRECCION CIUDAD AZTECA","ESCALERA ELECTROMECANICA"
"292","8","GARIBALDI","CIUDAD AZTECA","TRANSBORDE INFERIOR DIRECCION CIUDAD AZTECA","ESCALERA ELECTROMECANICA"
"293","8","SALTO DEL AGUA","AMBAS DIRECCIONES","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"294","8","CHABACANO","CONSTITUCION DE 1917","CONSTITUCION DE 1917","ESCALERA ELECTROMECANICA"
"295","8","CHABACANO","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"296","8","SALTO DEL AGUA","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"297","8","SALTO DEL AGUA","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"298","8","BELLAS ARTES","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"299","8","BELLAS ARTES","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"300","8","BELLAS ARTES","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"301","8","BELLAS ARTES","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"302","8","BELLAS ARTES","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"303","9","PANTITLAN","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"304","9","PANTITLAN","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"305","9","PANTITLAN","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"306","9","PANTITLAN","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"307","9","PANTITLAN","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"308","9","PUEBLA","PANTITLAN","ANDEN","ESCALERA ELECTROMECANICA"
"309","9","PUEBLA","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"310","9","CIUDAD DEPORTIVA","PANTITLAN","ANDEN","ESCALERA ELECTROMECANICA"
"311","9","CIUDAD DEPORTIVA","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"312","9","VELODROMO","PANTITLAN","ANDEN","ESCALERA ELECTROMECANICA"
"313","9","VELODROMO","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"314","9","JAMAICA","PANTITLAN","ANDEN","ESCALERA ELECTROMECANICA"
"315","9","JAMAICA","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"316","9","CHABACANO","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"317","9","CHABACANO","ANDEN CENTRAL","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"318","9","CHABACANO","TACUBAYA","ANDEN CENTRAL PASARELA","ESCALERA ELECTROMECANICA"
"319","9","CHABACANO","TACUBAYA","ANDEN CENTRAL PASARELA","ESCALERA ELECTROMECANICA"
"320","9","CHABACANO","TACUBAYA","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"321","9","CHABACANO","CUATRO CAMINOS","PASILLO CORRESPONDECIA L-9 Y L-8","ESCALERA ELECTROMECANICA"
"322","9","CHABACANO","CUATRO CAMINOS","PASILLO CORRESPONDECIA L-9 Y L-9","ESCALERA ELECTROMECANICA"
"323","9","CHABACANO","TACUBAYA","PASILLO CORRESPONDECIA L-9 Y L-10","ESCALERA ELECTROMECANICA"
"324","9","CHABACANO","CONSTITUCION DE 1917","PASILLO CORRESPONDECIA L-9 Y L-11","ESCALERA ELECTROMECANICA"
"325","9","CHABACANO","TACUBAYA","PASILLO CORRESPONDECIA L-9 Y L-12","ESCALERA ELECTROMECANICA"
"326","9","CHABACANO","CONSTITUCION DE 1917","PASILLO CORRESPONDECIA L-9 Y L-13","ESCALERA ELECTROMECANICA"
"327","9","CHABACANO","CUATRO CAMINOS","PASILLO CORRESPONDECIA L-9 Y L-14","ESCALERA ELECTROMECANICA"
"328","9","CHABACANO","TASQUEÑA","PASILLO CORRESPONDECIA L-9 Y L-15","ESCALERA ELECTROMECANICA"
"329","9","CENTRO MEDICO","TACUBAYA","ANDEN  TACUBAYA","ESCALERA ELECTROMECANICA"
"330","9","CENTRO MEDICO","TACUBAYA","ANDEN  TACUBAYA","ESCALERA ELECTROMECANICA"
"331","9","CENTRO MEDICO","PANTITLAN","CORRESPONDENCIA L-9 A L-3","ESCALERA ELECTROMECANICA"
"332","9","CENTRO MEDICO","PANTITLAN","ANDEN PANTITLAN","ESCALERA ELECTROMECANICA"
"333","9","CENTRO MEDICO","TACUBAYA","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"334","9","CENTRO MEDICO","PANTITLAN","ANDEN PANTITLAN","ESCALERA ELECTROMECANICA"
"335","9","CHILPANCINGO","PANTITLAN","ANDEN PANTITLAN","ESCALERA ELECTROMECANICA"
"336","9","CHILPANCINGO","PANTITLAN","ANDEN PANTITLAN","ESCALERA ELECTROMECANICA"
"337","9","CHILPANCINGO","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"338","9","CHILPANCINGO","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"339","9","PATRIOTISMO","PANTITLAN","ANDEN","ESCALERA ELECTROMECANICA"
"340","9","PATRIOTISMO","PANTITLAN","ANDEN PANTITLAN","ESCALERA ELECTROMECANICA"
"341","9","PATRIOTISMO","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"342","9","PATRIOTISMO","TACUBAYA","ANDEN","ESCALERA ELECTROMECANICA"
"343","9","TACUBAYA","PANTITLAN","PASILLO DE CORRESPONDENCIA L-1 Y L-9","ESCALERA ELECTROMECANICA"
"344","9","TACUBAYA","PANTITLAN","PASILLO DE CORRESPONDENCIA L-1 Y L-10","ESCALERA ELECTROMECANICA"
"345","9","TACUBAYA","PANTITLAN","PASILLO DE CORRESPONDENCIA L-1 Y L-11","ESCALERA ELECTROMECANICA"
"346","9","TACUBAYA","PANTITLAN","PASILLO DE CORRESPONDENCIA L-1 Y L-12","ESCALERA ELECTROMECANICA"
"347","9","TACUBAYA","PANTITLAN","PASILLO DE CORRESPONDENCIA L-1 Y L-13","ESCALERA ELECTROMECANICA"
"348","12","NOPALERA","DIRECCIÓN MIXCOAC","PASILLO","ESCALERA ELECTROMECANICA"
"349","12","NOPALERA","DIRECCIÓN MIXCOAC","PASILLO","ESCALERA ELECTROMECANICA"
"350","12","NOPALERA","DIRECCIÓN TLÁHUAC","PASILLO","ESCALERA ELECTROMECANICA"
"351","12","NOPALERA","DIRECCIÓN TLÁHUAC","PASILLO","ESCALERA ELECTROMECANICA"
"352","12","OLIVOS","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"353","12","OLIVOS","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"354","12","OLIVOS","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"355","12","OLIVOS","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"356","12","TEZONCO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"357","12","TEZONCO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"358","12","TEZONCO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"359","12","PERIFERICO","DIRECCIÓN MIXCOAC","SALIDA DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"360","12","PERIFERICO","DIRECCIÓN MIXCOAC","SALIDA DESPUES DE TORNIQUETES","ESCALERA ELECTROMECANICA"
"361","12","PERIFERICO","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"362","12","PERIFERICO","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"363","12","PERIFERICO","MEZZANINE","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"364","12","PERIFERICO","MEZZANINE","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"365","12","PERIFERICO","MEZZANINE","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"366","12","PERIFERICO","MEZZANINE","ANDEN CENTRAL","ESCALERA ELECTROMECANICA"
"367","12","CALLE 11","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"368","12","CALLE 11","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"369","12","CALLE 11","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"370","12","LOMAS ESTRELLA","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"371","12","LOMAS ESTRELLA","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"372","12","LOMAS ESTRELLA","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"373","12","LOMAS ESTRELLA","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"374","12","SAN ANDRES TOMATLAN","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"375","12","SAN ANDRES TOMATLAN","DIRECCIÓN MIXCOAC","SALIDA","ESCALERA ELECTROMECANICA"
"376","12","SAN ANDRES TOMATLAN","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"377","12","SAN ANDRES TOMATLAN","DIRECCIÓN TLÁHUAC","SALIDA","ESCALERA ELECTROMECANICA"
"378","12","CULHUACAN","DIRECCIÓN MIXCOAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"379","12","CULHUACAN","DIRECCIÓN MIXCOAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"380","12","CULHUACAN","DIRECCIÓN TLÁHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"381","12","CULHUACAN","DIRECCIÓN TLÁHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"382","12","ATLALILCO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"383","12","ATLALILCO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"384","12","ATLALILCO","DIRECCIÓN TLÁHUAC","PASILLO COREESPONDENCIA L-8 A L-12","ESCALERA ELECTROMECANICA"
"385","12","ATLALILCO","DIRECCIÓN TLÁHUAC","PASILLO COREESPONDENCIA L-8 A L-13","ESCALERA ELECTROMECANICA"
"386","12","ATLALILCO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"387","12","ATLALILCO","PASILLO DE CORRESPONDENCIA","PASILLO DE CORRESPONDENCIA","ESCALERA ELECTROMECANICA"
"388","12","ATLALILCO","PASILLO DE CORRESPONDENCIA","PASILLO DE CORRESPONDENCIA","ESCALERA ELECTROMECANICA"
"389","12","MEXICALTZINGO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"390","12","MEXICALTZINGO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"391","12","MEXICALTZINGO","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"392","12","MEXICALTZINGO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"393","12","MEXICALTZINGO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"394","12","MEXICALTZINGO","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"395","12","ERMITA","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"396","12","ERMITA","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"397","12","ERMITA","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"398","12","ERMITA","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"399","12","ERMITA","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"400","12","ERMITA","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"401","12","ERMITA","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"402","12","ERMITA","PASILLO DE CORRESPONDENCIA","PASILLO DE CORRESPONDENCIA L-12 A L-2","ESCALERA ELECTROMECANICA"
"403","12","ERMITA","PASILLO DE CORRESPONDENCIA","MEZAZINE","ESCALERA ELECTROMECANICA"
"404","12","ERMITA","PASILLO DE CORRESPONDENCIA","MEZAZINE","ESCALERA ELECTROMECANICA"
"405","12","EJE CENTRAL","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"406","12","EJE CENTRAL","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"407","12","EJE CENTRAL","DIRECCIÓN MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"408","12","EJE CENTRAL","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"409","12","EJE CENTRAL","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"410","12","EJE CENTRAL","DIRECCIÓN TLÁHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"411","12","PARQUE DE LOS VENADOS","DIRECCIÓN MIXCOAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"412","12","PARQUE DE LOS VENADOS","DIRECCIÓN MIXCOAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"413","12","PARQUE DE LOS VENADOS","DIRECCIÓN MIXCOAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"414","12","PARQUE DE LOS VENADOS","DIRECCIÓN TLÁHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"415","12","PARQUE DE LOS VENADOS","DIRECCIÓN TLÁHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"416","12","PARQUE DE LOS VENADOS","DIRECCIÓN TLÁHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"417","12","TLAHUAC","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"418","12","TLAHUAC","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"419","12","TLAHUAC","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"420","12","TLAHUAC","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"421","12","TLALTENCO","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"422","12","TLALTENCO","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"423","12","TLALTENCO","TLAHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"424","12","ZAPOTITLÁN","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"425","12","ZAPOTITLÁN","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"426","12","ZAPOTITLÁN","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"427","12","ZAPOTITLÁN","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"428","12","ZAPATA","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"429","12","ZAPATA","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"430","12","ZAPATA","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"431","12","ZAPATA","SALIDA","MEZAZINE","ESCALERA ELECTROMECANICA"
"432","12","ZAPATA","SALIDA","MEZAZINE","ESCALERA ELECTROMECANICA"
"433","12","ZAPATA","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"434","12","ZAPATA","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"435","12","ZAPATA","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"436","12","HOSPITAL 20 DE NOVIEMBRE","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"437","12","HOSPITAL 20 DE NOVIEMBRE","SALIDA","MEZAZINE","ESCALERA ELECTROMECANICA"
"438","12","HOSPITAL 20 DE NOVIEMBRE","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"439","12","HOSPITAL 20 DE NOVIEMBRE","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"440","12","HOSPITAL 20 DE NOVIEMBRE","SALIDA","MEZAZINE","ESCALERA ELECTROMECANICA"
"441","12","HOSPITAL 20 DE NOVIEMBRE","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"442","12","INSURGENTES SUR","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"443","12","INSURGENTES SUR","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"444","12","INSURGENTES SUR","MIXCOAC","ANDEN","ESCALERA ELECTROMECANICA"
"445","12","INSURGENTES SUR","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"446","12","INSURGENTES SUR","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"447","12","INSURGENTES SUR","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"448","12","MIXCOAC","TERMINAL","ANDEN","ESCALERA ELECTROMECANICA"
"449","12","MIXCOAC","TERMINAL","ANDEN","ESCALERA ELECTROMECANICA"
"450","12","MIXCOAC","TERMINAL","ANDEN","ESCALERA ELECTROMECANICA"
"451","12","MIXCOAC","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"452","12","MIXCOAC","TLAHUAC","MEZAZINE","ESCALERA ELECTROMECANICA"
"453","12","MIXCOAC","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"454","12","MIXCOAC","TLAHUAC","ANDEN","ESCALERA ELECTROMECANICA"
"455","12","MIXCOAC","CORRESPONDENCIA PASILLO LÍNEA 12-7","CORRESPONDENCIA PASILLO LÍNEA 12-8","ESCALERA ELECTROMECANICA"
"456","12","MIXCOAC","CORRESPONDENCIA PASILLO LÍNEA 12-7","CORRESPONDENCIA PASILLO LÍNEA 12-8","ESCALERA ELECTROMECANICA"
"457","B","GUERRERO","CIUDAD AZTECA","ANDEN","ESCALERA ELECTROMECANICA"
"458","B","GUERRERO","CIUDAD AZTECA","ANDEN","ESCALERA ELECTROMECANICA"
"459","B","GUERRERO","BUENAVISTA","ANDEN","ESCALERA ELECTROMECANICA"
"460","B","GUERRERO","BUENAVISTA","ANDEN","ESCALERA ELECTROMECANICA"
"461","B","GARIBALDI","PASILLO DE CORRESPONDENCIA","PASILLO DE CORRESPONDECIA L-8 Y L-B","ESCALERA ELECTROMECANICA"
"462","B","GARIBALDI","PASILLO DE CORRESPONDENCIA","PASILLO DE CORRESPONDECIA L-8 Y L-B","ESCALERA ELECTROMECANICA"
"463","B","MORELOS","CUIDAD AZTECA","ANDEN","ESCALERA ELECTROMECANICA"
"464","B","MORELOS","BUENAVISTA","ANDEN","ESCALERA ELECTROMECANICA"
"465","B","SAN LAZARO","BUENAVISTA","ANDEN","ESCALERA ELECTROMECANICA"
"466","B","SAN LAZARO","CUIDAD AZTECA","ANDEN","ESCALERA ELECTROMECANICA"
"467","B","SAN LAZARO","CUIDAD AZTECA","PASILLO DE CORRESPONDENCIA L-1 L-2B","ESCALERA ELECTROMECANICA"
"468","1","INSURGENTES","ANDÉN DIRECCIÓN PANTITLAN","DESPUES DE TORNIQUETES BAJA A ANDEN","ELEVADOR"
"469","1","SEVILLA","ANDÉN DIRECCIÓN OBSERVATORIO","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"470","1","SEVILLA","ANDÉN DIRECCIÓN PANTITLÁN","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"471","1","CUAUHTEMOC","ANDÉN DIRECCIÓN PANTITLÁN","ANTES DE TORNIQUETES (DENTRO ESTACIÓN)","ELEVADOR"
"472","1","CUAUHTEMOC","ANDÉN DIRECCIÓN OBSERVATORIO","ANTES DE TORNIQUETES (DENTRO ESTACIÓN)","ELEVADOR"
"473","1","SALTO DEL AGUA","ANDÉN DIRECCIÓN PANTITLÁN","DESPUES DE TORNIQUETES BAJA A ANDEN","ELEVADOR"
"474","1","SALTO DEL AGUA","ANDÉN DIRECCIÓN OBSERVATORIO","DESPUES DE TORNIQUETES BAJA A ANDEN","ELEVADOR"
"475","1","MERCED","ANDÉN DIRECCIÓN OBSERVATORIO","DESPUES DE TORNIQUETES BAJA A ANDEN","ELEVADOR"
"476","1","MERCED","ANDÉN DIRECCIÓN PANTITLÁN","DESPUES DE TORNIQUETES BAJA A ANDEN","ELEVADOR"
"477","1","BALBUENA","ANDÉN DIRECCIÓN PANTITLÁN","ANTES DE TORNIQUETES (DENTRO ESTACIÓN)","ELEVADOR"
"478","1","BALBUENA","ANDÉN DIRECCIÓN OBSERVATORIO","ANTES DE TORNIQUETES (DENTRO ESTACIÓN)","ELEVADOR"
"479","1","BOULEVARD PUERTO AEREO","ANDÉN DIRECCIÓN OBSERVATORIO","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"480","1","BOULEVARD PUERTO AEREO","ANDÉN DIRECCIÓN PANTITLÁN","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"481","1","MOCTEZUMA","ANDÉN DIRECCIÓN OBSERVATORIO","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"482","1","MOCTEZUMA","ANDÉN DIRECCIÓN PANTITLÁN","EXTERIOR ANTES DE TORNIQUETES","ELEVADOR"
"483","1","PANTITLAN","PANTITLAN","ANDEN CENTRAL","ELEVADOR"
"484","1","PANTITLAN","PANTITLAN","ANDEN CENTRAL, PASILLO DE CORRESPONDENCIA L-1, L-5, L-9","ELEVADOR"
"485","1","ZARAGOZA","OBSERVATORIO","ELEVADOR SIN SALIDA A LA CALLE, ANTES DE TORNIQUETES","ELEVADOR"
"486","1","PINO SUAREZ","PANTITLAN","ANDEN","ELEVADOR"
"487","1","PINO SUAREZ","OBSERVATORIO","PASAJE PINO SUAREZ","ELEVADOR"
"488","1","SALTO DEL AGUA","OBSERVATORIO","DESPUES DE TORNIQUETES","ELEVADOR"
"489","1","SALTO DEL AGUA","PANTITLAN","DESPUES DE TORNIQUETES","ELEVADOR"
"490","1","BALDERAS","OBSERVATORIO","DESPUES DE TORNIQUETES","ELEVADOR"
"491","1","OBSERVATORIO","PANTITLAN","ANDEN","ELEVADOR"
"492","1","OBSERVATORIO","OBSERVATORIO","ANDEN","ELEVADOR"
"493","2","PINO SUÁREZ","ANDEN DIRECCIÓN CUATRO CAMINOS","DENTRO DE ESTACIÓN, BAJA A ANDEN","ELEVADOR"
"494","2","ZÓCALO","ANDEN DIRECCIÓN CUATRO CAMINOS","DENTRO DE ESTACIÓN, BAJAN A ANDEN","ELEVADOR"
"495","2","ZÓCALO","ANDEN DIRECCIÓN TASQUEÑA","DENTRO DE ESTACIÓN, BAJAN A ANDEN","ELEVADOR"
"496","2","XOLA","ANDÉN CENTRAL","ANTES DE TORNIQUETES Y LIBRA TORNIQUETES.","ELEVADOR"
"497","2","XOLA","SALIDA PTE. LADO VÍA DIRECCIÓN TASQUEÑA","SUBE A ESTACIÓN","ELEVADOR"
"498","2","XOLA","SALIDA OTE. LADO VÍA DIRECCIÓN CUATRO CAMINO","SUBE A ESTACIÓN","ELEVADOR"
"499","2","TASQUEÑA","TASQUEÑA","PUENTE PEATONAL CENTRAL DE AUTOBUS","ELEVADOR"
"500","2","TASQUEÑA","CUATRO CAMINOS","DESPUES DE TORNIQUETES CENTRAL DE LA ESTACION","ELEVADOR"
"501","2","TASQUEÑA","CUATRO CAMINOS","PUENTE PARADERO SUR","ELEVADOR"
"502","2","ERMITA","TASQUEÑA","SALIDA ESTACION","ELEVADOR"
"503","2","CHABACANO","TASQUEÑA","ANTES DE LOS TONIQUETES","ELEVADOR"
"504","2","CHABACANO","CUATRO CAMINOS","ANDEN, SALIDA A LA CORRESPONDENCIA L-2, L-8 Y L-9","ELEVADOR"
"505","2","CHABACANO","CERCA DE PERMANENCIA CHABACANO","PASILLO DE CORRESPONDENCIA","ELEVADOR"
"506","2","CHABACANO","CUATRO CAMINOS","ANDEN","ELEVADOR"
"507","2","PINO SUAREZ","CUATRO CAMINOS","CORRESPONDENCIA L-1 L-2","ELEVADOR"
"508","2","ZOCALO","NIVEL CALLE","SALIDA AL LIVERPOOL","ELEVADOR"
"509","2","REVOLUCION","TASQUEÑA","SALIDA DEL ANDEN","ELEVADOR"
"510","2","REVOLUCION","CUATRO CAMINOS","SALIDA DEL ANDEN","ELEVADOR"
"511","2","CUATRO CAMINOS","CUATRO CAMINOS","PASILLO SOBRE ANDEN  CALLE","ELEVADOR"
"512","2","CUATRO CAMINOS","CUATRO CAMINOS","PASILLO SALE A LA CALLE","ELEVADOR"
"513","3","BALDERAS","ANDEN DIRECCIÓN UNIVERSIDAD","ANDEN SUBE AL TRANSBORDE","ELEVADOR"
